Date,Open,High,Low,Close,Adj Close,Volume
2018-07-09,648.500000,651.500000,639.525024,649.424988,561.652527,6644998
2018-07-10,654.250000,657.724976,647.150024,650.700012,562.755371,5974488
2018-07-11,658.775024,671.049988,645.674988,660.224976,570.992737,11899832
2018-07-12,663.049988,663.549988,642.224976,647.174988,559.706604,13272240
2018-07-13,657.500000,665.799988,649.174988,658.700012,569.674072,19496158
2018-07-16,658.700012,692.200012,643.849976,666.424988,576.354919,35344680
2018-07-17,664.849976,674.750000,656.349976,663.950012,574.214294,11161690
2018-07-18,669.900024,671.700012,657.000000,661.275024,571.900940,6919016
2018-07-19,661.500000,665.950012,654.549988,658.349976,569.371277,5118864
2018-07-20,663.000000,683.575012,660.650024,674.049988,582.949341,11705738
2018-07-23,676.075012,684.000000,668.125000,677.974976,586.343811,7675702
2018-07-24,687.200012,691.200012,678.000000,688.575012,595.511230,6172246
2018-07-25,689.500000,696.900024,682.724976,691.875000,598.365234,6936922
2018-07-26,689.275024,695.200012,684.599976,686.625000,593.824768,7362218
2018-07-27,686.599976,694.500000,684.150024,686.724976,593.911316,6493232
2018-07-30,685.000000,686.500000,674.000000,675.500000,584.203369,6409970
2018-07-31,674.275024,685.000000,667.775024,682.549988,590.300476,7943996
2018-08-01,681.900024,684.224976,675.500000,677.025024,585.522400,4675706
2018-08-02,679.799988,683.375000,675.075012,676.825012,585.349365,5940742
2018-08-03,683.099976,683.099976,678.000000,682.049988,589.868042,3970390
2018-08-06,683.025024,687.500000,673.750000,680.325012,588.376282,6178930
2018-08-07,687.000000,689.974976,680.325012,683.974976,591.532898,7351528
2018-08-08,685.900024,686.250000,676.650024,681.375000,589.284302,3992358
2018-08-09,686.825012,694.724976,686.825012,689.974976,596.721924,6409524
2018-08-10,692.900024,694.500000,686.525024,692.724976,599.100342,4779520
2018-08-13,695.000000,704.924988,689.349976,704.375000,609.175781,9979746
2018-08-14,706.974976,712.275024,702.000000,704.150024,608.981201,6151320
2018-08-16,707.474976,717.450012,705.625000,714.775024,618.170288,6626774
2018-08-17,715.450012,718.825012,711.500000,715.174988,618.516113,6390408
2018-08-20,694.000000,703.974976,686.750000,692.125000,598.581482,16101876
2018-08-21,695.000000,698.000000,686.875000,691.974976,598.451782,8361482
2018-08-23,696.500000,700.750000,692.674988,698.700012,604.267822,7717182
2018-08-24,698.250000,700.950012,688.049988,689.150024,596.008606,7053000
2018-08-27,691.500000,709.974976,690.700012,707.700012,612.051453,7012950
2018-08-28,708.599976,719.200012,705.750000,712.349976,616.072998,6496890
2018-08-29,716.799988,716.799988,702.575012,705.049988,609.759521,5646496
2018-08-30,706.400024,710.775024,698.075012,708.099976,612.397461,11507962
2018-08-31,712.549988,727.150024,710.549988,720.549988,623.164734,10875864
2018-09-03,724.500000,733.950012,715.000000,717.125000,620.202637,10976328
2018-09-04,722.000000,748.500000,716.000000,737.150024,637.521179,15370124
2018-09-05,741.950012,744.049988,725.400024,729.900024,631.251038,8658978
2018-09-06,732.549988,735.500000,724.099976,727.150024,628.872681,5598659
2018-09-07,734.349976,735.150024,723.799988,732.799988,633.759094,6510605
2018-09-10,737.750000,747.000000,729.400024,730.849976,632.072632,5629871
2018-09-11,735.900024,744.750000,732.000000,734.299988,635.056396,6963561
2018-09-12,744.400024,746.500000,736.250000,742.900024,642.493958,4636617
2018-09-14,741.900024,745.000000,729.049988,733.700012,634.537292,7896514
2018-09-17,735.000000,740.000000,724.599976,725.950012,627.834900,5427054
2018-09-18,730.000000,730.000000,717.000000,719.099976,621.910583,7729732
2018-09-19,727.000000,727.000000,713.200012,719.750000,622.472839,4849498
